;Woonplaatsen;Provincie;Landsdeel;Gemeente;Lattitude;Longitude;Population;Coordinates;L1;l2;L3;Lat;L1.1;L1.2;L.1.3;Long;
916;Hoogenweg;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.56666666666667;6.666666666666667;440;['52° 34′ NB, 6° 40′ OL'];;;;0;;;;0;
969;IJhorst;Overijssel;Oost-Nederland           ;Staphorst                          ;52.666666666666664;6.283333333333333;1.500;['52° 40′ NB, 6° 17′ OL'];;;;0;;;;0;
972;IJsselham;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;5.966666666666667;85;['52° 49′ NB, 5° 58′ OL'];;;;0;;;;0;
973;IJsselmuiden;Overijssel;Oost-Nederland           ;Kampen                             ;52.56666666666667;5.933333333333334;12.360 (1.561 inw./km²);['52° 34′ NB, 5° 56′ OL'];;;;0;;;;0;
1006;Kalenberg;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.78333333333333;5.95;225 (8 inw./km²);['52° 47′ NB, 5° 57′ OL'];;;;0;;;;0;
1007;Kallenkote;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.78333333333333;6.166666666666667;305;['52° 47′ NB, 6° 10′ OL'];;;;0;;;;0;
1009;Kampen;Overijssel;Oost-Nederland           ;Kampen                             ;52.56666666666667;5.9;36.400;['52° 34′ NB, 5° 54′ OL'];;;;0;;;;0;
1011;Kamperveen;Overijssel;Oost-Nederland           ;Kampen                             ;52.5;5.933333333333334;875 (39 inw./km²);['52° 30′ NB, 5° 56′ OL'];;;;0;;;;0;
1056;Kloosterhaar;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.5;6.666666666666667;1.490;['52° 30′ NB, 6° 40′ OL'];;;;0;;;;0;
1057;Kloosterhaar;Overijssel;Oost-Nederland           ;Twenterand                         ;;;nvt;;;;;0;;;;0;
1095;De Krim;Overijssel;Oost-Nederland           ;Hardenberg                         ;;;2235;52° 39′ NB, 6° 37′ OL;;;;0;;;;0;
1106;Kuinre;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.78333333333333;5.85;925;['52° 47′ NB, 5° 51′ OL'];;;;0;;;;0;
1112;Laag Zuthem;Overijssel;Oost-Nederland           ;Raalte                             ;;;555;52° 28′ NB, 6° 10′ OL;;;;0;;;;0;
1132;Langeveen;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.46666666666667;6.716666666666667;1.275 (2.716 inw./km²);['52° 28′ NB, 6° 43′ OL'];;;;0;;;;0;
1139;Lattrop-Breklenkamp;Overijssel;Oost-Nederland           ;Dinkelland                         ;;;990;52° 26′ NB, 6° 59′ OL;;;;0;;;;0;
1161;Lemele;Overijssel;Oost-Nederland           ;Ommen                              ;52.45;6.416666666666667;1.325;['52° 27′ NB, 6° 25′ OL'];;;;0;;;;0;
1162;Lemelerveld;Overijssel;Oost-Nederland           ;Dalfsen                            ;52.45;6.333333333333333;4.685 (2.343 inw./km²);['52° 27′ NB, 6° 20′ OL'];;;;0;;;;0;
1170;Lettele;Overijssel;Oost-Nederland           ;Deventer                           ;52.28333333333333;6.266666666666667;1.695;['52° 17′ NB, 6° 16′ OL'];;;;0;;;;0;
1185;Lierderholthuis;Overijssel;Oost-Nederland           ;Raalte                             ;52.43333333333333;6.2;485;['52° 26′ NB, 6° 12′ OL'];;;;0;;;;0;
1223;Loozen;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.6;6.666666666666667;185;['52° 36′ NB, 6° 40′ OL'];;;;0;;;;0;
1228;Losser;Overijssel;Oost-Nederland           ;Losser                             ;52.266666666666666;7.0;13.205;['52° 16′ NB, 7° 0′ OL'];;;;0;;;;0;
1237;de Lutte;Overijssel;Oost-Nederland           ;Losser                             ;;;3865;52° 19′ NB, 6° 60′ OL;;;;0;;;;0;
1239;Lutten;Overijssel;Oost-Nederland           ;Hardenberg                         ;;;2025;52° 37′ NB, 6° 34′ OL;;;;0;;;;0;
1240;Luttenberg;Overijssel;Oost-Nederland           ;Raalte                             ;52.4;6.366666666666666;2.275;['52° 24′ NB, 6° 22′ OL'];;;;0;;;;0;
1265;Mander;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.45;6.816666666666666;385;['52° 27′ NB, 6° 49′ OL'];;;;0;;;;0;
1266;Manderveen;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.45;6.783333333333333;620;['52° 27′ NB, 6° 47′ OL'];;;;0;;;;0;
1273;Mariaparochie;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.38333333333333;6.7;245;['52° 23′ NB, 6° 42′ OL'];;;;0;;;;0;
1274;Mariënberg;Overijssel;Oost-Nederland           ;Hardenberg                         ;;;925;52° 31′ NB, 6° 34′ OL;;;;0;;;;0;
1275;Mariënheem;Overijssel;Oost-Nederland           ;Raalte                             ;;;1465;52° 23′ NB, 6° 19′ OL;;;;0;;;;0;
1277;Marijenkampen;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;6.05;165;['52° 49′ NB, 6° 3′ OL'];;;;0;;;;0;
1278;Markelo;Overijssel;Oost-Nederland           ;Hof van Twente                     ;;;7285;52° 14′ NB, 6° 30′ OL;;;;0;;;;0;
1282;Marle;Overijssel;Oost-Nederland           ;Olst-Wijhe                         ;52.416666666666664;6.133333333333334;70;['52° 25′ NB, 6° 8′ OL'];;;;0;;;;0;
1287;Mastenbroek;Overijssel;Oost-Nederland           ;Zwartewaterland                    ;52.56666666666667;6.016666666666667;165 (15 inw./km²);['52° 34′ NB, 6° 1′ OL'];;;;0;;;;0;
1288;Mastenbroek;Overijssel;Oost-Nederland           ;Kampen                             ;;;nvt;;;;;0;;;;0;
1377;Nederland;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.75;5.966666666666667;20;['52° 45′ NB, 5° 58′ OL'];;;;0;;;;0;
1402;Nieuw Heeten;Overijssel;Oost-Nederland           ;Raalte                             ;;;1145;52° 19′ NB, 6° 21′ OL;;;;0;;;;0;
1435;Nieuwleusen;Overijssel;Oost-Nederland           ;Dalfsen                            ;52.583333333333336;6.283333333333333;9.190;['52° 35′ NB, 6° 17′ OL'];;;;0;;;;0;
1468;Nijverdal;Overijssel;Oost-Nederland           ;Hellendoorn                        ;52.36666666666667;6.466666666666667;24.745;['52° 22′ NB, 6° 28′ OL'];;;;0;;;;0;
1496;Notter;Overijssel;Oost-Nederland           ;Wierden                            ;52.333333333333336;6.516666666666667;580;['52° 20′ NB, 6° 31′ OL'];;;;0;;;;0;
1504;Nutter;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.43333333333333;6.883333333333333;180;['52° 26′ NB, 6° 53′ OL'];;;;0;;;;0;
1524;Okkenbroek;Overijssel;Oost-Nederland           ;Deventer                           ;52.3;6.316666666666666;295;['52° 18′ NB, 6° 19′ OL'];;;;0;;;;0;
1533;Oldemarkt;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;5.966666666666667;2.590;['52° 49′ NB, 5° 58′ OL'];;;;0;;;;0;
1534;Oldenzaal;Overijssel;Oost-Nederland           ;Oldenzaal                          ;52.3;6.916666666666667;31.792? (1.475 inw./km²);['52° 18′ NB, 6° 55′ OL'];;;;0;;;;0;
1538;Olst;Overijssel;Oost-Nederland           ;Olst-Wijhe                         ;52.333333333333336;6.116666666666666;8.205;['52° 20′ NB, 6° 7′ OL'];;;;0;;;;0;
1541;Ommen;Overijssel;Oost-Nederland           ;Ommen                              ;52.516666666666666;6.416666666666667;12.495;['52° 31′ NB, 6° 25′ OL'];;;;0;;;;0;
1544;Onna;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.766666666666666;6.15;320 (2.000 inw./km²);['52° 46′ NB, 6° 9′ OL'];;;;0;;;;0;
1584;Ootmarsum;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.4;6.9;4.480;['52° 24′ NB, 6° 54′ OL'];;;;0;;;;0;
1602;Ossenzijl;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;5.916666666666667;540;['52° 49′ NB, 5° 55′ OL'];;;;0;;;;0;
1610;Oud Ootmarsum;Overijssel;Oost-Nederland           ;Dinkelland                         ;;;340;52° 25′ NB, 6° 55′ OL;;;;0;;;;0;
1654;Overdinkel;Overijssel;Oost-Nederland           ;Losser                             ;52.233333333333334;7.033333333333333;4.110;['52° 14′ NB, 7° 2′ OL'];;;;0;;;;0;
1661;Paasloo;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;6.016666666666667;405 (66 inw./km²);['52° 49′ NB, 6° 1′ OL'];;;;0;;;;0;
1691;De Pol;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;;;195;52° 49′ NB, 6° 5′ OL;;;;0;;;;0;
1701;Punthorst;Overijssel;Oost-Nederland           ;Staphorst                          ;52.61666666666667;6.266666666666667;935;['52° 37′ NB, 6° 16′ OL'];;;;0;;;;0;
1710;Raalte;Overijssel;Oost-Nederland           ;Raalte                             ;52.38333333333333;6.266666666666667;19.665;['52° 23′ NB, 6° 16′ OL'];;;;0;;;;0;
1714;Radewijk;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.56666666666667;6.716666666666667;625;['52° 34′ NB, 6° 43′ OL'];;;;0;;;;0;
1737;Reutum;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.38333333333333;6.85;1.215;['52° 23′ NB, 6° 51′ OL'];;;;0;;;;0;
1742;Rheeze;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.55;6.583333333333333;290;['52° 33′ NB, 6° 35′ OL'];;;;0;;;;0;
1743;Rheezerveen;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.56666666666667;6.516666666666667;610;['52° 34′ NB, 6° 31′ OL'];;;;0;;;;0;
1763;Rijssen;Overijssel;Oost-Nederland           ;Rijssen-Holten                     ;52.31666666666667;6.516666666666667;28.885 (1.029 inw./km²);['52° 19′ NB, 6° 31′ OL'];;;;0;;;;0;
1785;Rossum;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.35;6.916666666666667;2.295;['52° 21′ NB, 6° 55′ OL'];;;;0;;;;0;
1795;Rouveen;Overijssel;Oost-Nederland           ;Staphorst                          ;52.61666666666667;6.183333333333334;4.020;['52° 37′ NB, 6° 11′ OL'];;;;0;;;;0;
1809;Saasveld;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.333333333333336;6.8;1.675;['52° 20′ NB, 6° 48′ OL'];;;;0;;;;0;
1822;Schalkhaar;Overijssel;Oost-Nederland           ;Deventer                           ;52.266666666666666;6.2;5.680;['52° 16′ NB, 6° 12′ OL'];;;;0;;;;0;
1832;Scheerwolde;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.75;6.016666666666667;485;['52° 45′ NB, 6° 1′ OL'];;;;0;;;;0;
1866;Schuinesloot;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.65;6.55;965;['52° 39′ NB, 6° 33′ OL'];;;;0;;;;0;
1873;Sibculo;Overijssel;Oost-Nederland           ;Twenterand                         ;52.483333333333334;6.633333333333333;1.440;['52° 29′ NB, 6° 38′ OL'];;;;0;;;;0;
1874;Sibculo;Overijssel;Oost-Nederland           ;Hardenberg                         ;;;nvt;;;;;0;;;;0;
1890;Sint Jansklooster;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;;;2455;52° 41′ NB, 6° 0′ OL;;;;0;;;;0;
1912;Slagharen;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.63333333333333;6.55;3.080;['52° 38′ NB, 6° 33′ OL'];;;;0;;;;0;
1964;Staphorst;Overijssel;Oost-Nederland           ;Staphorst                          ;52.65;6.216666666666667;10.540;['52° 39′ NB, 6° 13′ OL'];;;;0;;;;0;
1978;Steenwijk;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.78333333333333;6.133333333333334;17.155;['52° 47′ NB, 6° 8′ OL'];;;;0;;;;0;
1979;Steenwijkerwold;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.8;6.066666666666666;1.900;['52° 48′ NB, 6° 4′ OL'];;;;0;;;;0;
1980;Stegeren;Overijssel;Oost-Nederland           ;Ommen                              ;52.53333333333333;6.5;500;['52° 32′ NB, 6° 30′ OL'];;;;0;;;;0;
2049;Tilligte;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.4;6.95;745;['52° 24′ NB, 6° 57′ OL'];;;;0;;;;0;
2067;Tubbergen;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.4;6.766666666666667;5.770;['52° 24′ NB, 6° 46′ OL'];;;;0;;;;0;
2070;Tuk;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.8;6.1;2.070;['52° 48′ NB, 6° 6′ OL'];;;;0;;;;0;
2119;Vasse;Overijssel;Oost-Nederland           ;Tubbergen                          ;52.43333333333333;6.833333333333333;980;['52° 26′ NB, 6° 50′ OL'];;;;0;;;;0;
2135;Den Velde;Overijssel;Oost-Nederland           ;Hardenberg                         ;;;190;52° 36′ NB, 6° 41′ OL;;;;0;;;;0;
2143;Venebrugge;Overijssel;Oost-Nederland           ;Hardenberg                         ;52.56666666666667;6.666666666666667;110;['52° 34′ NB, 6° 40′ OL'];;;;0;;;;0;
2161;Vilsteren;Overijssel;Oost-Nederland           ;Ommen                              ;52.516666666666666;6.35;350;['52° 31′ NB, 6° 21′ OL'];;;;0;;;;0;
2165;Vinkenbuurt;Overijssel;Oost-Nederland           ;Ommen                              ;52.583333333333336;6.35;415;['52° 35′ NB, 6° 21′ OL'];;;;0;;;;0;
2185;Vollenhove;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.68333333333333;5.95;4.240;['52° 41′ NB, 5° 57′ OL'];;;;0;;;;0;
2203;Vriezenveen;Overijssel;Oost-Nederland           ;Twenterand                         ;52.416666666666664;6.633333333333333;13.895;['52° 25′ NB, 6° 38′ OL'];;;;0;;;;0;
2204;Vroomshoop;Overijssel;Oost-Nederland           ;Twenterand                         ;52.46666666666667;6.566666666666666;8.730;['52° 28′ NB, 6° 34′ OL'];;;;0;;;;0;
2232;Wanneperveen;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.7;6.116666666666666;1.710;['52° 42′ NB, 6° 7′ OL'];;;;0;;;;0;
2260;Weerselo;Overijssel;Oost-Nederland           ;Dinkelland                         ;52.35;6.85;3.000;['52° 21′ NB, 6° 51′ OL'];;;;0;;;;0;
2271;Welsum;Overijssel;Oost-Nederland           ;Olst-Wijhe                         ;;;615;52° 20′ NB, 6° 6′ OL;;;;0;;;;0;
2279;Wesepe;Overijssel;Oost-Nederland           ;Olst-Wijhe                         ;52.333333333333336;6.216666666666667;1.175;['52° 20′ NB, 6° 13′ OL'];;;;0;;;;0;
2292;Westerhaar-Vriezenveensewijk;Overijssel;Oost-Nederland           ;Twenterand                         ;52.46666666666667;6.616666666666667;4.715;['52° 28′ NB, 6° 37′ OL'];;;;0;;;;0;
2309;Wetering;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.75;6.0;175;['52° 45′ NB, 5° 60′ OL'];;;;0;;;;0;
2319;Wierden;Overijssel;Oost-Nederland           ;Wierden                            ;52.35;6.583333333333333;24.474? (259 inw./km²);['52° 21′ NB, 6° 35′ OL'];;;;0;;;;0;
2327;Wijhe;Overijssel;Oost-Nederland           ;Olst-Wijhe                         ;52.38333333333333;6.133333333333334;8.025;['52° 23′ NB, 6° 8′ OL'];;;;0;;;;0;
2344;Willemsoord;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.81666666666667;6.066666666666666;855;['52° 49′ NB, 6° 4′ OL'];;;;0;;;;0;
2349;Wilsum;Overijssel;Oost-Nederland           ;Kampen                             ;52.53333333333333;5.966666666666667;880 (126 inw./km²);['52° 32′ NB, 5° 58′ OL'];;;;0;;;;0;
2372;Witharen;Overijssel;Oost-Nederland           ;Ommen                              ;52.56666666666667;6.4;595;['52° 34′ NB, 6° 24′ OL'];;;;0;;;;0;
2374;Witte Paarden;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;;;200;52° 49′ NB, 6° 5′ OL;;;;0;;;;0;
2413;Zalk;Overijssel;Oost-Nederland           ;Kampen                             ;52.516666666666666;6.016666666666667;750 (54 inw./km²);['52° 31′ NB, 6° 1′ OL'];;;;0;;;;0;
2434;Zenderen;Overijssel;Oost-Nederland           ;Borne                              ;52.31666666666667;6.716666666666667;1.320;['52° 19′ NB, 6° 43′ OL'];;;;0;;;;0;
2471;Zuidveen;Overijssel;Oost-Nederland           ;Steenwijkerland                    ;52.78333333333333;6.116666666666666;615;['52° 47′ NB, 6° 7′ OL'];;;;0;;;;0;
2478;Zuna;Overijssel;Oost-Nederland           ;Wierden                            ;52.333333333333336;6.516666666666667;335;['52° 20′ NB, 6° 31′ OL'];;;;0;;;;0;
2493;Zwartsluis;Overijssel;Oost-Nederland           ;Zwartewaterland                    ;52.65;6.066666666666666;4.855;['52° 39′ NB, 6° 4′ OL'];;;;0;;;;0;
2499;Zwolle;Overijssel;Oost-Nederland           ;Zwolle                             ;52.516666666666666;6.083333333333333;129.213? (1.163 inw./km²);['52° 31′ NB, 06° 5′ OL'];;;;0;;;;0;
18;Abcoude;Utrecht;West-Nederland           ;De Ronde Venen                     ;;;;;;;;0;;;;0;
21;Achterveld;Utrecht;West-Nederland           ;Leusden                            ;;;;;;;;0;;;;0;
56;Ameide;Utrecht;West-Nederland           ;Vijfheerenlanden                   ;;;;;;;;0;;;;0;
59;Amerongen;Utrecht;West-Nederland           ;Utrechtse Heuvelrug                ;;;;;;;;0;;;;0;
60;Amersfoort;Utrecht;West-Nederland           ;Amersfoort                         ;;;;;;;;0;;;;0;
63;Amstelhoek;Utrecht;West-Nederland           ;De Ronde Venen                     ;;;;;;;;0;;;;0;
105;Austerlitz;Utrecht;West-Nederland           ;Zeist                              ;;;;;;;;0;;;;0;
112;Baambrugge;Utrecht;West-Nederland           ;De Ronde Venen                     ;;;;;;;;0;;;;0;
118;Baarn;Utrecht;West-Nederland           ;Baarn                              ;;;;;;;;0;;;;0;
180;Benschop;Utrecht;West-Nederland           ;Lopik                              ;;;;;;;;0;;;;0;
218;De Bilt;Utrecht;West-Nederland           ;De Bilt                            ;;;;;;;;0;;;;0;
219;Bilthoven;Utrecht;West-Nederland           ;De Bilt                            ;;;;;;;;0;;;;0;
265;Bosch en Duin;Utrecht;West-Nederland           ;Zeist                              ;;;;;;;;0;;;;0;
286;Breukelen;Utrecht;West-Nederland           ;Stichtse Vecht                     ;;;;;;;;0;;;;0;
324;Bunnik;Utrecht;West-Nederland           ;Bunnik                             ;;;;;;;;0;;;;0;
